Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality,Q4_Duration_UAE,Q5_Employment,Q6_Income_AED,Q7_Education,Q8_Insurance,Q9_Visit_Frequency,Q11_Preferred_Language,Q14_Prior_Telemedicine,Q18_Consultation_Mode,Q19_Willingness_to_Pay,Q20_Pricing_Model,Q25_Interest,Q1_Age_Group_Encoded,Q4_Duration_UAE_Encoded,Q6_Income_AED_Encoded,Q7_Education_Encoded,Q9_Visit_Frequency_Encoded,Q14_Prior_Telemedicine_Encoded,Q19_Willingness_to_Pay_Encoded,Q25_Interest_Encoded,Q12_Satisfaction,Q15_Digital_Comfort,Q17_Language_Importance,Q23_Recommend_Likelihood,Q13_Monthly_Spend_AED,Q13_Spend_Log,Q13_Outlier_Flag,Q25_Binary,Q10_Difficulty_finding_specialists,Q10_Difficulty_with_medical_records,Q10_Difficulty_with_prescriptions,Q10_High_out-of-pocket_costs,Q10_Inconvenient_locations_hours,Q10_Lack_of_insurance_knowledge,Q10_Lack_of_trust_with_providers,Q10_Language_barriers,Q10_Limited_mental_health_services,Q10_Long_waiting_times,Q10_No_challenges,Q16_AI_symptom_checker_triage,Q16_Doctor_clinic_reviews_and_ratings,Q16_E-prescriptions_and_medication_delivery,Q16_Emergency_helpline_and_hospital_locator,Q16_Health_record_management,Q16_Health_tips_for_expat_lifestyle,Q16_Insurance_compatibility_checker,Q16_Lab_test_booking_and_home_collection,Q16_Mental_health_and_counseling,Q16_Specialist_referrals_and_booking,Q16_Virtual_consultations_in_preferred_language,Q21_Data_privacy_security,Q21_Insurance_coverage_uncertainty,Q21_Lack_of_physical_examination,Q21_No_concerns,Q21_Prefer_in-person_only,Q21_Quality_of_virtual_diagnosis,Q21_Technology_issues,Q22_Data_encryption_privacy,Q22_Friend_employer_recommendation,Q22_Hospital_affiliation,Q22_Licensed_verified_doctors,Q22_Positive_user_reviews,Q11_Preferred_Language_Arabic,Q11_Preferred_Language_English,Q11_Preferred_Language_Hindi/Urdu,Q11_Preferred_Language_Malayalam,Q11_Preferred_Language_Other,Q11_Preferred_Language_Tagalog/Filipino,Q18_Consultation_Mode_No preference,Q18_Consultation_Mode_Text-based chat,Q18_Consultation_Mode_Video call,Q18_Consultation_Mode_Voice call,Q20_Pricing_Model_Flat subscription,Q20_Pricing_Model_Free with ads,Q20_Pricing_Model_Freemium,Q20_Pricing_Model_Pay-per-consultation,Q2_Gender_Female,Q2_Gender_Male,Q2_Gender_Prefer not to say,Q3_Nationality_African,Q3_Nationality_Arab (non-UAE),Q3_Nationality_Other,Q3_Nationality_South Asian,Q3_Nationality_Southeast Asian,Q3_Nationality_Western,Q5_Employment_Dependent/Homemaker,Q5_Employment_Employed full-time,Q5_Employment_Employed part-time,Q5_Employment_Self-employed/Freelancer,Q5_Employment_Student,Q5_Employment_Unemployed/Job seeker,Q8_Insurance_No - uninsured,Q8_Insurance_Yes - employer provided,Q8_Insurance_Yes - purchased individually,Q24_Open_Response
R0040,25-34,Male,Southeast Asian,10+ years,Dependent/Homemaker,"Below 5,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),English,"No, never heard",Video call,AED 31-60,Free with ads,Maybe,2,5,1,2,2,1,3,1,2,5,5,4,50,3.9318256327243257,Normal,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,
R0041,25-34,Female,Western,5-10 years,Dependent/Homemaker,"Above 50,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"No, but aware",No preference,More than AED 150,Flat subscription,No,2,4,6,3,1,2,6,0,4,5,3,4,680,6.523562306149512,Normal,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,
R0042,35-44,Male,South Asian,1-3 years,Employed full-time,"5,000-10,000",Bachelor's degree,Yes - employer provided,Regularly (5-8),Hindi/Urdu,"Yes, once or twice",Video call,Up to AED 30,Free with ads,No,3,2,2,3,3,3,2,0,4,3,4,4,420,6.042632833682381,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Family package plans
R0043,18-24,Male,Southeast Asian,3-5 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"Yes, regularly",Video call,AED 61-100,Free with ads,Maybe,1,3,3,4,1,4,4,1,3,5,4,3,60,4.110873864173311,Normal,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Family package plans
R0044,45-54,Male,Arab (non-UAE),1-3 years,Self-employed/Freelancer,"20,001-35,000",Bachelor's degree,Yes - employer provided,Regularly (5-8),Arabic,"Yes, once or twice",No preference,AED 31-60,Flat subscription,Yes,4,2,4,3,3,3,3,2,4,2,5,2,2000,7.601402334583733,Normal,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Integration with DHA medical records
R0045,25-34,Female,South Asian,5-10 years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",Video call,AED 61-100,Flat subscription,Maybe,2,4,4,3,2,3,4,1,3,5,5,3,760,6.634633357861686,Normal,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0046,35-44,Female,Southeast Asian,5-10 years,Employed full-time,"20,001-35,000",High school or below,Yes - employer provided,Occasionally (2-4),English,"No, but aware",No preference,Free only,Free with ads,No,3,4,4,1,2,2,1,0,1,5,3,3,520,6.255750041753367,Normal,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R0047,25-34,Male,South Asian,<1 year,Self-employed/Freelancer,"10,001-20,000",Bachelor's degree,Yes - employer provided,Frequently (9+),Hindi/Urdu,"No, but aware",Text-based chat,AED 101-150,Freemium,Yes,2,1,3,3,4,2,5,2,2,5,5,2,720,6.580639137284949,Normal,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,
R0048,35-44,Female,Southeast Asian,3-5 years,Employed full-time,"Below 5,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"Yes, regularly",Voice call,Free only,Freemium,Maybe,3,3,1,4,1,4,1,1,3,5,5,4,50,3.9318256327243257,Normal,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Ambulance tracking feature
R0049,35-44,Male,Western,5-10 years,Student,"10,001-20,000",Master's degree or above,No - uninsured,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",Voice call,Up to AED 30,Freemium,Yes,3,4,3,4,2,3,2,2,2,5,2,3,1140,7.039660349862076,Normal,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Family package plans
R0050,25-34,Male,South Asian,10+ years,Employed full-time,Prefer not to say,Diploma/Vocational,Yes - employer provided,Regularly (5-8),Hindi/Urdu,"No, but aware",Voice call,Up to AED 30,Freemium,Yes,2,5,3,2,3,2,2,2,3,5,5,4,570,6.3473892096560105,Normal,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0051,55+,Male,African,3-5 years,Employed full-time,"35,001-50,000",Diploma/Vocational,Yes - employer provided,Regularly (5-8),English,"Yes, once or twice",Text-based chat,AED 31-60,Pay-per-consultation,Yes,5,3,5,2,3,3,3,2,3,3,4,4,1880,7.53955882930103,Normal,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
R0052,45-54,Male,Arab (non-UAE),10+ years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),English,"No, never heard",Video call,AED 101-150,Freemium,Maybe,4,5,3,3,2,1,5,1,2,4,4,3,610,6.415096959171596,Normal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R0053,55+,Male,Western,3-5 years,Dependent/Homemaker,"Above 50,000",Bachelor's degree,Yes - purchased individually,Occasionally (2-4),English,"No, but aware",Text-based chat,More than AED 150,Freemium,No,5,3,6,3,2,2,6,0,2,4,4,3,1990,7.596392304064196,Normal,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Pediatric specialist access
R0054,45-54,Female,Southeast Asian,3-5 years,Self-employed/Freelancer,"10,001-20,000",Master's degree or above,No - uninsured,Regularly (5-8),English,"No, but aware",No preference,AED 61-100,Free with ads,Yes,4,3,3,4,3,2,4,2,2,5,3,4,1670,7.421177528595393,Normal,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Video physiotherapy sessions
R0055,35-44,Female,Western,10+ years,Student,"5,000-10,000",Bachelor's degree,Yes - employer provided,Regularly (5-8),English,"Yes, regularly",Voice call,Up to AED 30,Pay-per-consultation,Maybe,3,5,2,3,3,4,2,1,4,5,3,5,230,5.442417710521793,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
R0056,55+,Male,South Asian,3-5 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - purchased individually,Regularly (5-8),Hindi/Urdu,"No, but aware",Video call,Free only,Flat subscription,Yes,5,3,3,3,3,2,1,2,3,4,5,3,1210,7.099201743553092,Normal,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,
R0057,18-24,Male,Western,3-5 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),English,"Yes, once or twice",Video call,Up to AED 30,Freemium,Yes,1,3,3,4,2,3,2,2,4,4,3,3,150,5.017279836814924,Normal,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Multilingual mental health counselors
R0058,25-34,Male,South Asian,3-5 years,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - purchased individually,Frequently (9+),Malayalam,"No, never heard",Video call,AED 101-150,Freemium,No,2,3,5,3,4,1,5,0,2,4,2,3,2890,7.969357742016346,High_spender,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,
R0059,18-24,Male,Western,10+ years,Employed full-time,"20,001-35,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),English,"Yes, once or twice",Video call,AED 31-60,Pay-per-consultation,No,1,5,4,2,2,3,3,0,4,3,4,3,700,6.55250788703459,Normal,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Expat community health forums
R0060,25-34,Male,Other,10+ years,Employed part-time,"5,000-10,000",Bachelor's degree,No - uninsured,Rarely (0-1),English,"No, never heard",Video call,AED 61-100,Freemium,Maybe,2,5,2,3,1,1,4,1,2,3,4,2,270,5.602118820879701,Normal,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Chronic disease management module
R0061,25-34,Male,South Asian,3-5 years,Self-employed/Freelancer,"10,001-20,000",Master's degree or above,No - uninsured,Occasionally (2-4),Hindi/Urdu,"No, but aware",Text-based chat,AED 61-100,Freemium,No,2,3,3,4,2,2,4,0,2,3,4,3,360,5.8888779583328805,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,
R0062,25-34,Male,South Asian,1-3 years,Employed full-time,"Below 5,000",Master's degree or above,No - uninsured,Rarely (0-1),English,"Yes, regularly",Voice call,Free only,Free with ads,Maybe,2,2,1,4,1,4,1,1,2,4,4,3,470,6.154858094016418,Normal,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
R0063,45-54,Female,Western,3-5 years,Dependent/Homemaker,"20,001-35,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"No, never heard",No preference,AED 61-100,Pay-per-consultation,Maybe,4,3,4,3,1,1,4,1,4,4,5,3,420,6.042632833682381,Normal,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Dental care referrals
R0064,25-34,Male,South Asian,3-5 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"Yes, once or twice",Voice call,AED 31-60,Freemium,Yes,2,3,3,3,1,3,3,2,4,5,5,4,50,3.9318256327243257,Normal,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Home nursing service booking
R0065,25-34,Male,Western,1-3 years,Dependent/Homemaker,"5,000-10,000",Master's degree or above,No - uninsured,Rarely (0-1),English,"No, but aware",Video call,Free only,Freemium,Yes,2,2,2,4,1,2,1,2,2,5,2,3,490,6.19644412779452,Normal,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,
R0066,35-44,Female,South Asian,5-10 years,Employed full-time,"20,001-35,000",Bachelor's degree,No - uninsured,Regularly (5-8),Hindi/Urdu,"No, never heard",Video call,AED 61-100,Flat subscription,Yes,3,4,4,3,3,1,4,2,3,4,4,3,1490,7.307202314764738,Normal,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
R0067,25-34,Male,South Asian,3-5 years,Employed full-time,"20,001-35,000",Bachelor's degree,No - uninsured,Rarely (0-1),Hindi/Urdu,"No, never heard",Text-based chat,AED 101-150,Freemium,Maybe,2,3,4,3,1,1,5,1,2,4,5,3,690,6.53813982376767,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
R0068,45-54,Male,Other,1-3 years,Employed full-time,"20,001-35,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"No, but aware",Text-based chat,More than AED 150,Freemium,No,4,2,4,4,1,2,6,0,4,4,4,4,350,5.860786223465865,Normal,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Pregnancy and maternity tracking
R0069,18-24,Male,Arab (non-UAE),<1 year,Employed full-time,"20,001-35,000",Master's degree or above,Yes - purchased individually,Rarely (0-1),English,"Yes, once or twice",Text-based chat,Free only,Pay-per-consultation,Maybe,1,1,4,4,1,3,1,1,3,5,2,3,200,5.303304908059076,Normal,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,
R0070,55+,Male,Western,1-3 years,Employed part-time,"35,001-50,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"Yes, once or twice",Video call,AED 61-100,Freemium,Maybe,5,2,5,3,1,3,4,1,3,3,3,3,800,6.68586094706836,Normal,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Second opinion feature
R0071,45-54,Female,South Asian,10+ years,Employed full-time,"Above 50,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"No, but aware",No preference,AED 101-150,Pay-per-consultation,Yes,4,5,6,3,1,2,5,2,4,4,3,5,620,6.431331081933479,Normal,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0072,25-34,Male,Arab (non-UAE),1-3 years,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),English,"No, never heard",Video call,AED 61-100,Pay-per-consultation,Maybe,2,2,5,3,2,1,4,1,3,4,4,4,1020,6.928537818164665,Normal,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R0073,18-24,Male,Southeast Asian,1-3 years,Self-employed/Freelancer,"20,001-35,000",Diploma/Vocational,Yes - purchased individually,Frequently (9+),Tagalog/Filipino,"No, never heard",Video call,AED 31-60,Pay-per-consultation,Yes,1,2,4,2,4,1,3,2,5,3,4,4,2120,7.659642954564682,Normal,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Nutrition and diet planning
R0074,45-54,Female,Arab (non-UAE),3-5 years,Self-employed/Freelancer,"10,001-20,000",Master's degree or above,No - uninsured,Regularly (5-8),Arabic,"No, never heard",Text-based chat,AED 61-100,Freemium,No,4,3,3,4,3,1,4,0,4,4,5,4,1050,6.957497370876951,Normal,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,
R0075,35-44,Female,Arab (non-UAE),1-3 years,Student,Prefer not to say,Bachelor's degree,Yes - employer provided,Regularly (5-8),Arabic,"No, never heard",Text-based chat,AED 61-100,Free with ads,No,3,2,3,3,3,1,4,0,2,3,5,3,610,6.415096959171596,Normal,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,
R0076,35-44,Female,Southeast Asian,<1 year,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Rarely (0-1),Tagalog/Filipino,"No, but aware",Voice call,AED 61-100,Freemium,Yes,3,1,3,4,1,2,4,2,5,5,4,4,120,4.795790545596741,Normal,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R0077,45-54,Male,Southeast Asian,1-3 years,Employed part-time,"5,000-10,000",Diploma/Vocational,Yes - purchased individually,Rarely (0-1),Tagalog/Filipino,"No, but aware",Video call,AED 61-100,Freemium,Maybe,4,2,2,2,1,2,4,1,4,4,3,3,370,5.916202062607435,Normal,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Pediatric specialist access
R0078,18-24,Male,South Asian,3-5 years,Employed part-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"No, but aware",Video call,AED 31-60,Free with ads,Yes,1,3,3,3,1,2,3,2,2,5,4,3,60,4.110873864173311,Normal,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Multilingual mental health counselors
R0079,25-34,Prefer not to say,Western,3-5 years,Employed full-time,"5,000-10,000",High school or below,Yes - employer provided,Regularly (5-8),English,"Yes, once or twice",Video call,AED 31-60,Free with ads,Maybe,2,3,2,1,3,3,3,1,4,4,3,3,370,5.916202062607435,Normal,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
R0080,25-34,Female,South Asian,1-3 years,Employed full-time,Prefer not to say,Master's degree or above,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"No, but aware",Text-based chat,Free only,Freemium,Yes,2,2,3,4,1,2,1,2,3,4,5,4,80,4.394449154672439,Normal,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0081,45-54,Male,Arab (non-UAE),3-5 years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),English,"No, but aware",Text-based chat,More than AED 150,Freemium,Maybe,4,3,4,3,2,2,6,1,4,3,4,4,870,6.769641976852503,Normal,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,
R0082,35-44,Male,South Asian,10+ years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - purchased individually,Rarely (0-1),Arabic,"Yes, once or twice",Text-based chat,AED 101-150,Pay-per-consultation,No,3,5,4,3,1,3,5,0,4,5,2,4,400,5.993961427306569,Normal,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,
R0083,25-34,Male,Arab (non-UAE),3-5 years,Employed full-time,"20,001-35,000",High school or below,No - uninsured,Rarely (0-1),English,"No, but aware",Text-based chat,AED 101-150,Flat subscription,Maybe,2,3,4,1,1,2,5,1,3,4,4,4,460,6.133398042996649,Normal,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Integration with DHA medical records
